@relation news_aggregator

@attribute Pendidikan numeric
@attribute Politik numeric
@attribute HukumdanKriminal numeric
@attribute SosialBudaya numeric
@attribute Olahraga numeric
@attribute TeknologidanSains numeric
@attribute Hiburan numeric
@attribute BisnisdanEkonomi numeric
@attribute Kesehatan numeric
@attribute BencanadanKecelakaan numeric
@attribute label {Pendidikan, Politik, HukumdanKriminal, SosialBudaya, Olahraga, TeknologidanSains, Hiburan, BisnisdanEkonomi, Kesehatan, BencanadanKecelakaan}

@data
2,0,4,1,1,1,2,0,0,0,Hiburan
0,0,2,0,0,0,6,2,0,0,Hiburan
3,2,6,2,0,0,11,1,2,1,Hiburan
0,4,8,0,0,0,5,1,0,1,Hiburan
3,4,7,8,0,0,6,4,0,0,Hiburan
0,1,3,0,3,1,12,2,0,2,Hiburan
1,1,8,1,1,3,9,8,0,2,Hiburan
0,1,6,0,1,2,13,1,0,1,Hiburan
1,1,6,0,3,3,14,1,0,0,Hiburan
0,2,3,5,3,1,9,1,1,0,Hiburan
0,0,4,1,0,1,5,1,0,1,Hiburan
1,0,0,0,0,4,2,3,1,1,Hiburan
0,0,2,1,0,2,4,0,0,0,Hiburan
0,1,8,0,2,2,10,5,1,0,Hiburan
1,0,3,0,2,5,4,2,0,0,Hiburan
1,0,5,0,1,0,10,1,3,1,Hiburan
3,0,5,0,1,0,16,1,3,2,Hiburan
1,1,5,0,0,1,9,3,0,1,Hiburan
0,0,3,3,0,0,8,0,1,0,Hiburan
0,2,5,2,1,2,2,11,0,2,BisnisdanEkonomi
0,1,8,1,1,4,3,29,1,0,BisnisdanEkonomi
1,3,8,1,6,0,5,4,1,1,BisnisdanEkonomi
0,1,5,2,0,1,1,15,0,3,BisnisdanEkonomi
0,1,6,3,0,1,3,18,1,1,BisnisdanEkonomi
0,0,5,1,1,1,3,17,3,1,BisnisdanEkonomi
2,4,2,1,0,3,3,9,1,2,BisnisdanEkonomi
0,0,9,0,1,1,1,14,0,1,BisnisdanEkonomi
0,2,10,3,1,0,2,22,0,3,BisnisdanEkonomi
0,2,8,1,0,0,3,8,0,1,BisnisdanEkonomi
0,1,10,2,0,0,2,18,0,0,BisnisdanEkonomi
4,7,17,5,0,1,2,17,0,2,BisnisdanEkonomi
2,8,24,4,0,1,2,7,0,4,BisnisdanEkonomi
0,1,10,0,0,3,0,17,0,2,BisnisdanEkonomi
0,3,9,5,0,2,2,22,1,2,BisnisdanEkonomi
1,5,9,3,1,2,2,21,1,2,BisnisdanEkonomi
2,7,12,5,1,1,3,15,0,1,BisnisdanEkonomi
0,15,11,4,1,0,2,14,1,2,BisnisdanEkonomi
0,4,7,2,0,2,4,17,0,1,BisnisdanEkonomi
0,5,11,4,0,0,3,13,1,1,BisnisdanEkonomi
2,3,9,4,1,3,3,24,1,2,BisnisdanEkonomi
1,5,9,6,0,0,1,10,0,1,BisnisdanEkonomi
0,1,4,1,0,1,2,14,0,0,BisnisdanEkonomi
0,1,9,0,0,1,1,18,0,1,BisnisdanEkonomi
1,1,10,2,2,3,4,13,0,3,BisnisdanEkonomi
2,2,7,0,0,1,4,17,0,0,BisnisdanEkonomi
0,0,7,1,2,5,6,23,1,0,BisnisdanEkonomi
1,2,8,2,0,1,1,10,0,1,BisnisdanEkonomi
1,3,13,1,1,1,3,20,1,2,BisnisdanEkonomi
0,1,4,1,0,1,1,13,0,3,BisnisdanEkonomi
1,1,9,0,1,3,3,21,0,4,BisnisdanEkonomi
1,1,7,1,0,1,2,13,0,1,BisnisdanEkonomi
0,0,5,0,0,0,1,7,0,0,BisnisdanEkonomi
0,2,6,1,0,0,0,16,0,1,BisnisdanEkonomi
0,0,3,0,2,0,0,12,1,0,BisnisdanEkonomi
1,1,6,1,1,1,1,23,2,1,BisnisdanEkonomi
0,3,8,8,0,1,2,15,2,1,BisnisdanEkonomi
0,3,10,1,0,1,3,30,3,1,BisnisdanEkonomi
1,2,6,3,0,0,2,25,0,0,BisnisdanEkonomi
1,1,6,1,1,1,1,22,2,2,BisnisdanEkonomi
0,0,3,2,0,0,4,11,0,0,BisnisdanEkonomi
0,1,5,0,2,0,2,20,0,0,BisnisdanEkonomi
0,1,6,1,2,2,2,25,1,1,BisnisdanEkonomi
1,0,1,0,14,0,3,3,0,1,BisnisdanEkonomi
0,0,2,0,2,0,1,3,0,0,BisnisdanEkonomi
0,0,4,0,1,4,1,16,1,0,BisnisdanEkonomi
0,9,11,2,1,1,2,16,0,1,BisnisdanEkonomi
1,4,7,1,0,1,1,13,0,1,BisnisdanEkonomi
0,1,10,0,2,3,1,16,0,0,BisnisdanEkonomi
1,2,8,1,0,3,2,25,0,1,BisnisdanEkonomi
0,1,7,1,0,1,1,17,0,0,BisnisdanEkonomi
1,3,7,6,0,2,3,22,1,2,BisnisdanEkonomi
1,0,2,2,3,3,2,5,0,0,BisnisdanEkonomi
0,2,11,1,0,4,1,18,0,2,BisnisdanEkonomi
0,4,6,1,0,2,1,19,1,1,BisnisdanEkonomi
0,2,8,2,1,3,0,22,1,0,BisnisdanEkonomi
1,1,5,2,2,3,11,13,2,2,BisnisdanEkonomi
0,6,6,8,0,2,4,12,0,0,BisnisdanEkonomi
0,3,11,1,1,5,4,14,1,1,BisnisdanEkonomi
0,1,9,1,3,2,2,25,0,0,BisnisdanEkonomi
0,1,4,1,12,0,2,7,0,3,BisnisdanEkonomi
0,2,10,4,0,15,5,23,0,1,BisnisdanEkonomi
1,5,10,5,0,1,0,12,0,0,BisnisdanEkonomi
0,3,8,2,3,2,2,21,0,4,BisnisdanEkonomi
0,1,8,1,1,2,2,29,1,1,BisnisdanEkonomi
0,1,5,1,0,7,5,5,0,0,BisnisdanEkonomi
0,2,7,1,2,2,3,30,1,1,BisnisdanEkonomi
0,2,7,1,2,6,5,28,0,3,BisnisdanEkonomi
0,2,5,2,1,3,4,15,1,2,BisnisdanEkonomi
0,1,10,3,3,1,3,33,2,1,BisnisdanEkonomi
5,1,8,4,0,0,2,10,1,1,BisnisdanEkonomi
1,1,5,3,0,3,3,13,1,1,BisnisdanEkonomi
1,0,8,2,0,1,2,13,0,0,BisnisdanEkonomi
0,0,5,0,1,3,0,12,0,1,BisnisdanEkonomi
0,1,7,2,3,3,2,28,1,2,BisnisdanEkonomi
0,0,4,0,0,1,0,13,1,0,BisnisdanEkonomi
1,3,7,4,0,1,1,16,1,3,BisnisdanEkonomi
0,10,15,3,1,3,3,30,1,2,BisnisdanEkonomi
0,1,5,1,0,0,1,5,0,0,BisnisdanEkonomi
0,4,9,1,0,0,3,6,0,0,BisnisdanEkonomi
0,5,7,3,1,1,4,18,1,4,BisnisdanEkonomi
0,6,9,3,0,0,2,10,0,0,BisnisdanEkonomi
0,1,7,0,2,3,3,21,0,1,BisnisdanEkonomi
0,1,4,1,2,0,0,8,0,0,BisnisdanEkonomi
0,1,11,4,2,3,3,30,1,4,BisnisdanEkonomi
0,0,5,1,0,0,0,5,0,0,BisnisdanEkonomi
0,0,3,1,3,0,0,12,1,0,BisnisdanEkonomi
0,0,4,1,0,2,3,8,1,0,BisnisdanEkonomi
2,1,7,1,0,1,1,11,0,5,BisnisdanEkonomi
0,4,7,3,0,2,1,11,0,1,BisnisdanEkonomi
0,1,6,0,2,1,3,33,0,0,BisnisdanEkonomi
3,4,11,4,0,3,3,30,0,2,BisnisdanEkonomi
2,4,9,4,0,1,2,15,0,1,BisnisdanEkonomi
0,2,9,1,2,2,2,22,1,1,BisnisdanEkonomi
0,8,10,3,0,3,1,20,0,2,BisnisdanEkonomi
2,10,8,1,1,0,1,7,1,1,BisnisdanEkonomi
1,3,6,3,0,1,0,7,1,0,BisnisdanEkonomi
0,1,7,1,2,2,2,25,1,2,BisnisdanEkonomi
0,1,9,1,0,3,2,30,1,2,BisnisdanEkonomi
2,4,7,1,1,2,4,22,0,4,BisnisdanEkonomi
0,1,10,2,1,1,4,10,5,4,Kesehatan
0,0,3,0,0,4,2,1,11,2,Kesehatan
2,3,6,5,0,0,3,6,6,0,Kesehatan
0,0,2,0,0,3,4,2,0,0,Kesehatan
1,0,5,3,1,6,3,3,12,2,Kesehatan
2,1,6,1,0,1,1,1,3,3,Kesehatan
5,6,18,4,0,5,6,8,12,5,Kesehatan
0,4,12,2,1,6,2,3,8,2,Kesehatan
0,1,9,0,1,1,3,3,15,5,Kesehatan
2,3,5,2,0,3,3,3,5,0,Kesehatan
0,0,1,0,0,5,2,2,7,2,Kesehatan
0,0,1,0,0,0,0,0,10,2,Kesehatan
1,4,5,0,0,3,2,4,4,2,Kesehatan
0,5,6,1,0,1,3,3,7,1,Kesehatan
0,0,7,0,0,0,0,0,4,8,Kesehatan
1,0,2,1,0,0,1,1,3,0,Kesehatan
0,1,7,1,1,1,1,5,14,2,Kesehatan
0,1,5,0,0,2,2,2,11,1,Kesehatan
1,1,4,1,0,3,1,1,7,2,Kesehatan
4,0,4,1,1,8,0,3,7,2,Kesehatan
2,1,6,1,1,4,4,5,15,1,Kesehatan
0,1,11,2,0,2,6,3,0,2,Kesehatan
2,4,11,4,0,1,2,2,14,4,Kesehatan
2,1,3,0,1,0,1,2,7,2,Kesehatan
0,2,4,1,0,1,2,4,8,1,Kesehatan
0,1,2,0,0,4,5,2,14,5,Kesehatan
2,6,10,2,0,1,3,3,4,3,Kesehatan
0,1,3,1,0,0,0,1,6,1,Kesehatan
1,0,1,4,0,9,4,2,9,2,Kesehatan
0,0,2,0,0,4,3,3,8,0,Kesehatan
1,5,3,2,1,0,3,5,1,0,Kesehatan
0,1,4,0,0,3,2,0,9,2,Kesehatan
1,2,5,0,0,3,2,1,7,2,Kesehatan
0,0,4,0,1,2,2,2,9,3,Kesehatan
0,1,3,1,0,6,1,3,13,2,Kesehatan
1,0,3,2,0,2,1,3,6,0,Kesehatan
0,0,4,0,1,2,1,0,11,1,Kesehatan
1,0,3,0,0,4,0,0,9,1,Kesehatan
1,1,5,0,0,2,1,2,2,1,Kesehatan
2,5,9,4,0,2,2,2,3,2,Kesehatan
0,1,6,3,1,2,2,4,10,5,Kesehatan
1,1,5,0,0,1,2,2,10,0,Kesehatan
1,5,12,1,0,0,4,4,12,1,Kesehatan
0,1,5,1,0,3,2,1,0,2,Kesehatan
1,2,7,2,1,4,3,8,16,4,Kesehatan
2,4,13,1,0,8,6,7,16,5,Kesehatan
1,0,5,0,2,1,3,5,7,3,Kesehatan
2,0,2,0,1,1,0,0,7,3,Kesehatan
0,0,4,2,2,4,3,3,12,2,Kesehatan
2,0,2,0,1,5,1,2,5,3,Kesehatan
2,2,9,1,0,1,2,2,3,2,Kesehatan
2,0,8,1,0,3,1,4,11,1,Kesehatan
1,0,8,1,1,2,1,2,11,0,Kesehatan
2,2,6,0,0,5,5,4,16,2,Kesehatan
2,1,5,0,0,3,2,4,6,0,Kesehatan
2,1,3,0,1,5,2,3,12,3,Kesehatan
2,0,3,1,2,4,1,5,6,2,Kesehatan
1,0,3,0,0,4,4,3,7,6,Kesehatan
1,2,5,1,0,1,1,3,16,1,Kesehatan
2,2,6,1,1,7,4,5,23,2,Kesehatan
6,2,4,1,0,5,2,6,9,1,Kesehatan
2,1,3,1,0,2,1,4,6,3,Kesehatan
2,0,2,0,0,2,1,2,7,3,Kesehatan
1,0,0,0,2,7,0,4,12,2,Kesehatan
0,0,0,1,0,6,0,1,15,4,Kesehatan
0,0,4,1,0,2,3,4,8,0,Kesehatan
0,0,1,0,1,3,0,2,0,0,Kesehatan
0,1,4,0,1,2,1,2,9,3,Kesehatan
0,0,2,0,0,1,3,2,13,1,Kesehatan
0,6,6,3,0,2,2,3,0,7,BencanadanKecelakaan
0,2,7,0,1,0,3,1,5,15,BencanadanKecelakaan
1,3,7,2,1,0,4,2,0,15,BencanadanKecelakaan
0,1,8,0,0,1,3,5,6,13,BencanadanKecelakaan
0,5,7,1,3,3,2,2,1,22,BencanadanKecelakaan
1,0,4,0,0,2,2,2,0,16,BencanadanKecelakaan
0,3,7,2,0,5,1,0,1,19,BencanadanKecelakaan
1,2,7,1,0,1,2,0,1,19,BencanadanKecelakaan
0,1,3,2,1,1,5,3,1,12,BencanadanKecelakaan
1,2,7,1,0,1,2,0,1,19,BencanadanKecelakaan
0,2,7,0,0,2,3,2,1,22,BencanadanKecelakaan
0,3,10,1,0,3,3,3,3,8,BencanadanKecelakaan
1,0,2,3,0,2,0,2,0,10,BencanadanKecelakaan
2,0,8,1,0,0,1,0,2,10,BencanadanKecelakaan
1,2,7,2,0,1,1,0,1,7,BencanadanKecelakaan
1,1,8,3,1,0,2,2,1,10,BencanadanKecelakaan
0,0,6,0,1,1,1,2,1,12,BencanadanKecelakaan
1,0,8,2,0,2,5,1,1,6,BencanadanKecelakaan
2,0,10,1,0,0,3,3,1,11,BencanadanKecelakaan
0,1,12,0,0,0,3,4,1,7,BencanadanKecelakaan
1,0,8,2,2,0,1,2,4,12,BencanadanKecelakaan
1,1,9,2,1,0,2,2,0,7,BencanadanKecelakaan
3,1,9,4,0,0,2,2,1,10,BencanadanKecelakaan
0,1,2,0,0,4,5,2,14,5,BencanadanKecelakaan
0,3,9,1,0,0,1,1,1,21,BencanadanKecelakaan
0,0,7,3,1,1,4,4,0,14,BencanadanKecelakaan
0,1,7,0,1,0,1,1,2,8,BencanadanKecelakaan
1,0,8,0,0,0,1,0,1,7,BencanadanKecelakaan
0,1,9,0,2,0,0,1,2,15,BencanadanKecelakaan
2,2,6,3,0,0,1,1,1,8,BencanadanKecelakaan
1,1,16,0,1,3,4,3,1,21,BencanadanKecelakaan
0,0,7,2,0,0,2,4,1,9,BencanadanKecelakaan
1,1,8,4,1,1,1,5,3,14,BencanadanKecelakaan
0,3,7,2,0,1,2,2,3,26,BencanadanKecelakaan
0,2,5,0,0,0,3,0,1,16,BencanadanKecelakaan
0,0,15,1,1,2,1,1,1,12,BencanadanKecelakaan
1,2,11,2,1,0,1,4,1,12,BencanadanKecelakaan
2,0,6,2,0,1,1,0,0,13,BencanadanKecelakaan
1,2,9,3,2,2,3,6,1,9,BencanadanKecelakaan
1,1,11,2,0,1,3,0,1,6,BencanadanKecelakaan
1,0,11,1,0,1,1,4,1,13,BencanadanKecelakaan
1,0,5,1,2,0,2,1,0,9,BencanadanKecelakaan
0,0,10,1,2,1,1,0,0,12,BencanadanKecelakaan
0,4,7,1,0,0,3,2,1,3,BencanadanKecelakaan
0,1,4,0,0,0,2,0,0,12,BencanadanKecelakaan
0,0,8,1,0,1,3,0,1,12,BencanadanKecelakaan
1,0,10,0,0,0,1,0,1,13,BencanadanKecelakaan
2,1,7,2,0,1,2,2,2,14,BencanadanKecelakaan
0,0,6,0,0,0,2,0,0,6,BencanadanKecelakaan
0,0,13,0,1,0,2,1,3,16,BencanadanKecelakaan
0,0,4,1,0,1,2,5,2,8,BencanadanKecelakaan
0,0,4,0,0,1,2,0,0,5,BencanadanKecelakaan
1,3,18,1,1,3,4,3,1,21,BencanadanKecelakaan
1,1,12,2,0,1,1,2,1,12,BencanadanKecelakaan
1,0,8,1,1,1,2,1,1,16,BencanadanKecelakaan
1,4,8,2,0,0,4,1,1,9,BencanadanKecelakaan
0,2,10,2,1,4,4,1,1,23,BencanadanKecelakaan
2,7,12,3,0,1,1,1,2,14,BencanadanKecelakaan
1,0,2,0,1,0,3,0,0,12,BencanadanKecelakaan
2,1,7,3,0,1,2,2,1,12,BencanadanKecelakaan
0,2,11,0,1,0,0,1,2,18,BencanadanKecelakaan
0,0,4,1,0,3,2,2,0,18,BencanadanKecelakaan
1,0,9,2,0,1,3,0,0,14,BencanadanKecelakaan
1,1,6,2,1,1,3,2,1,10,BencanadanKecelakaan
2,3,10,0,0,4,2,3,1,13,BencanadanKecelakaan
0,1,8,0,0,1,2,1,1,16,BencanadanKecelakaan
0,8,11,1,0,1,1,3,2,4,BencanadanKecelakaan
0,1,10,1,0,0,3,2,2,16,BencanadanKecelakaan
0,3,11,3,2,2,3,4,1,8,BencanadanKecelakaan
0,1,3,1,0,1,2,0,0,12,BencanadanKecelakaan
0,1,5,1,0,0,1,2,0,9,BencanadanKecelakaan
5,3,10,1,0,0,1,1,0,8,BencanadanKecelakaan
0,1,6,0,1,0,1,3,0,16,BencanadanKecelakaan
0,3,11,4,1,2,1,1,1,16,BencanadanKecelakaan
2,1,10,0,1,0,1,1,1,13,BencanadanKecelakaan
3,3,21,2,1,0,4,3,1,10,BencanadanKecelakaan
0,2,6,0,0,0,2,1,0,7,BencanadanKecelakaan
0,0,9,0,0,0,1,0,1,11,BencanadanKecelakaan
7,1,6,1,2,1,1,2,1,8,BencanadanKecelakaan
1,0,13,0,1,0,2,0,3,14,BencanadanKecelakaan
0,1,11,0,0,0,1,0,0,15,BencanadanKecelakaan
0,0,6,0,1,1,0,1,1,10,BencanadanKecelakaan
0,0,4,0,0,0,0,0,1,6,BencanadanKecelakaan
0,0,3,0,0,2,1,0,1,5,BencanadanKecelakaan
0,0,8,0,0,0,0,0,1,13,BencanadanKecelakaan
2,1,6,3,0,0,2,1,0,13,BencanadanKecelakaan
1,0,10,3,1,1,2,3,1,16,BencanadanKecelakaan
2,4,17,8,1,1,5,4,1,9,BencanadanKecelakaan
0,2,5,2,0,1,2,3,1,3,BencanadanKecelakaan
1,4,5,2,0,1,2,0,1,7,BencanadanKecelakaan
1,0,6,1,1,0,3,7,0,13,BencanadanKecelakaan
1,1,8,3,0,0,5,0,1,10,BencanadanKecelakaan
0,0,6,0,0,1,2,0,0,5,BencanadanKecelakaan
0,0,4,0,0,0,2,1,0,6,BencanadanKecelakaan
0,2,10,1,0,0,3,2,2,17,BencanadanKecelakaan
1,0,6,1,0,0,4,1,0,9,BencanadanKecelakaan
1,1,7,2,1,0,3,2,0,15,BencanadanKecelakaan
1,1,4,1,0,2,1,2,0,6,BencanadanKecelakaan
2,1,7,1,0,0,2,3,1,10,BencanadanKecelakaan
0,0,10,4,0,0,1,3,1,16,BencanadanKecelakaan
